latitude,longitude,layer_num,prev_layer_size,num_nodes,activation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0,0,5,5,linear,-0.15615959465503693,0.9595577716827393,0.007390275131911039,0.32437261939048767,0.1982993483543396,-0.6487134695053101,0.5953915119171143,-0.6022171974182129,-0.07566692680120468,0.22122852504253387,-0.11233688145875931,-0.2780815660953522,-0.5546025633811951,0.08693201094865799,-0.4182099997997284,-0.4961504340171814,0.3256262242794037,0.388496458530426,-0.2973518669605255,-0.2074943333864212,0.6563670635223389,-1.1262433528900146,0.672222375869751,0.25521716475486755,0.09194405376911163,0.18952268362045288,-0.885148823261261,0.045011211186647415,-0.8066543936729431,-0.0636352077126503
0,0,1,5,4,softsign,0.6189457774162292,-0.3823795020580292,-0.9437190294265747,-0.10216683894395828,-0.7082898616790771,0.16393080353736877,0.5901013612747192,0.5121182799339294,0.17052969336509705,1.0458803176879883,-1.1307358741760254,0.02199183776974678,-0.31894975900650024,-0.5125052332878113,0.05142715945839882,1.3215023279190063,0.04761853441596031,0.6245486736297607,0.48305612802505493,-0.043772246688604355,0.2988338768482208,0.061327092349529266,0.09103301912546158,-0.4571976959705353
0,0,2,4,3,softsign,0.426899790763855,-0.19007226824760437,-1.8740880489349365,-1.3742974996566772,-2.237572193145752,0.4156085252761841,-0.19719403982162476,-0.4531657099723816,-0.5138049721717834,0.3656127452850342,-0.8634799718856812,-1.7494996786117554,-0.10928855091333389,-0.039033710956573486,0.31993094086647034
0,0,3,3,2,softsign,-0.04929206892848015,-1.095053791999817,-0.3371277451515198,-0.5445654392242432,-0.8810493350028992,-1.2366752624511719,0.8764595985412598,-0.06226561218500137
0,0,4,2,1,linear,1.9409737586975098,2.1667025089263916,0.9888831377029419
