system:index,B8A,B9,LAI,MSR2,OSAVI,RDVI,.geo
0_31146,2589.0,1633.0,0.3720836341381073,0.5738473527606515,0.38473033159118575,19.281990467990305,
0_31154,2036.0,1933.0,0.5073850750923157,0.16646715061341508,0.12869943287095703,23.461578457486915,
0_31161,1967.0,1271.0,0.42667654156684875,0.376117738894027,0.27014544635012294,14.149438932158201,
0_31169,2059.0,1933.0,0.4608803987503052,0.21637224144925615,0.16436369316248375,24.2577216158384,
0_31173,2008.0,1862.0,0.43927156925201416,0.1744769582671713,0.1345123405564929,22.704860020781897,
0_31188,2428.0,1809.0,0.3151797652244568,0.4126278715083283,0.2926057329860331,20.757402776344538,
0_31196,2206.0,1961.0,0.5166979432106018,0.12586958088803618,0.09872863243821894,17.06081620226755,
0_31204,1168.0,795.0,0.053850285708904266,0.14357088322738104,0.11188831174398584,12.633641157199648,
0_31213,2135.0,2073.0,0.48900139331817627,0.18207721391675838,0.13999711632427467,24.123190708375844,
0_31220,2924.0,2137.0,0.0031135904137045145,0.8011758285440392,0.49680598724876485,23.498890685442024,
0_31281,2007.0,1793.0,0.48256298899650574,0.17137187361054373,0.13226489040681794,21.984448473084974,
0_31283,1934.0,1832.0,0.5332524180412292,0.20782589905596266,0.1583443112523173,23.46971857505913,
0_31284,3337.0,1945.0,0.27651020884513855,0.631331191900623,0.414952403421046,23.492543941305396,
0_31293,2128.0,2010.0,0.498454213142395,0.19225195325150102,0.1472934228891319,23.06393773363289,
0_31300,1913.0,1758.0,0.3492901623249054,0.1900989035609642,0.14575032651644154,21.530500547046188,
0_31310,1178.0,969.0,0.12424122542142868,0.06739828008240659,0.05394735482270749,17.710453371760785,
0_31315,2073.0,1938.0,0.5155033469200134,0.19513792189638904,0.14935300580132332,22.04229265095341,
0_31346,2087.0,1935.0,0.522188663482666,0.164847896334887,0.12752426012401047,22.469010151825657,
0_31349,2577.0,1711.0,0.29543501138687134,0.4484435590840765,0.31406949507828935,11.629350296605907,
0_31356,2075.0,1868.0,0.46291065216064453,0.175437126155399,0.1352087829004363,22.85185185185185,
0_31364,1977.0,1819.0,0.47991976141929626,0.1070038679940636,0.08448379108874035,20.993685664973597,
0_31369,2551.0,1662.0,0.3219434320926666,0.726376341364059,0.46205326545915854,23.637959588657104,
0_31382,2314.0,1329.0,-0.20333334803581238,1.0311699253222357,0.591840048072168,16.640019145900986,
0_31389,1552.0,1142.0,0.45042556524276733,0.42198388487042837,0.29822539515334195,17.653916771786342,
0_31393,3096.0,2149.0,0.4192069470882416,0.5005149482780692,0.3442197924341191,25.666921085101475,
0_31401,2627.0,2003.0,0.31792134046554565,0.5441097485842338,0.3685641912079775,23.644996452859285,
0_31408,3227.0,2068.0,0.4356220066547394,0.5780051732071277,0.3869639265150433,25.653984418111385,
0_31421,1861.0,1708.0,0.48246628046035767,0.1393792894417837,0.10879339736622881,20.08186080726773,
0_31422,2142.0,1550.0,0.1653689444065094,0.31267710496054624,0.22963770174951054,14.658637615500185,
0_31429,2082.0,1917.0,0.4966962933540344,0.14492815720228858,0.11290625110893689,21.86511937976218,
0_31432,1871.0,1768.0,0.26550236344337463,0.2174442870387551,0.1651169005404639,21.04912082230028,
0_31442,3347.0,1933.0,0.21621614694595337,0.6816195087834582,0.44031554720543187,23.150651478821075,
0_31456,1977.0,1831.0,0.47634774446487427,0.06841938945220838,0.0547621147431275,19.682110969811628,
0_31459,1291.0,1211.0,0.37916743755340576,0.15054257090178796,0.11701740129458907,19.242130694895987,
0_31469,1890.0,1667.0,0.5467591881752014,0.18919339036635502,0.1451050500101636,20.118747876622987,
0_31485,2905.0,2037.0,0.31893035769462585,0.48660032266803666,0.33628306869551977,19.28964451376527,
0_31495,3169.0,1895.0,0.5043984651565552,0.5333015760618238,0.36262003786230035,21.88161188724405,
0_31500,2824.0,1894.0,0.2455533742904663,0.5014250562727601,0.34473991141556215,20.60974755316667,
0_31528,1973.0,1754.0,0.3356271982192993,0.2977204348598018,0.21978377709332048,21.11351352233423,
0_31553,2382.0,1648.0,0.3258104622364044,0.5139471960943117,0.3517878842631465,24.117105333931853,
0_31564,1918.0,1837.0,0.4525379240512848,0.20114213976146422,0.15361447548063117,22.84903180282616,
0_31580,1935.0,1720.0,0.4817908704280853,0.21821789023599236,0.16566380872960787,20.37887640798646,
0_31588,2982.0,2102.0,0.16574905812740326,0.6615370128204795,0.43029225771795987,24.543339579556843,
0_31625,1916.0,1745.0,0.4507008492946625,0.14061498014084442,0.10971016325655308,20.884503059781775,
0_31638,2498.0,2153.0,0.408261239528656,0.49058614637659015,0.33853811118214555,25.73990755059259,
0_31640,2639.0,1948.0,0.5478068590164185,0.41902502148796555,0.296471532522944,26.021989535658864,
0_31649,2811.0,2088.0,0.2888537049293518,0.7236954911795842,0.46077428255646075,25.91281844104293,
0_31670,3335.0,2198.0,0.48335617780685425,0.5083354145582093,0.34865440950688203,25.37009008436237,
0_31679,2820.0,2344.0,0.5162627100944519,0.44218625631637737,0.310345967817087,25.210377824901677,
0_31693,2831.0,2222.0,0.3469584286212921,0.5428110644584266,0.3678607898403618,22.107692307692307,
0_31698,2673.0,1467.0,-0.14560768008232117,1.0128748111225598,0.584884165500591,22.21195937418638,
0_31756,1882.0,1684.0,0.36467671394348145,0.3155610963202938,0.23149896233972478,19.653281201578125,
0_31762,1931.0,1763.0,0.42561429738998413,0.15645039310875408,0.1213841623947323,21.54989957856962,
0_31798,2492.0,1563.0,-0.2420566827058792,0.9488589460234137,0.5597628397570499,17.944070294622847,
0_31799,2086.0,1958.0,0.5408341288566589,0.15080324988153035,0.11723859845727662,22.63234026977671,
0_31801,2087.0,1942.0,0.47698774933815,0.09829384276715197,0.07784809182694459,20.89090909090909,
0_31820,2130.0,2018.0,0.5474348664283752,0.12645605234611906,0.0991600165846817,22.49834779099372,
0_31821,2426.0,1550.0,-0.1260082870721817,0.8581787918728662,0.52195295413714,20.690819287086015,
0_31824,3329.0,2107.0,0.25653204321861267,0.6542845773179963,0.4266463146057837,25.350526657272116,
0_31825,2856.0,2159.0,0.4615984857082367,0.38439296782561355,0.2753017013685975,20.65059070708933,
0_31826,2368.0,1453.0,-0.11055418103933334,1.007151389858113,0.5826871158596129,18.471862738345653,
0_31827,2075.0,1921.0,0.45738160610198975,0.17046383572946877,0.13160584605669454,23.144240606133202,
0_31836,2427.0,1612.0,-0.09578952193260193,1.0405463674274276,0.5953506563792605,22.94732314870656,
0_31837,2535.0,1678.0,-0.21429798007011414,0.8568162097269438,0.521375609736823,18.22134220108281,
0_31874,1970.0,1794.0,0.532505452632904,0.110157602712781,0.08687676719436017,21.04569629136506,
0_31876,2110.0,1932.0,0.5283277034759521,0.19608899667058882,0.15002967118243465,22.981182974109228,
0_31883,1626.0,1563.0,0.534484326839447,0.13772587289217883,0.10756469770045403,16.7225641444449,
0_31887,2483.0,1568.0,-0.04843844100832939,0.7297095848204802,0.46365191129894034,20.29511936739568,
0_31903,2053.0,1827.0,0.5427173972129822,0.15583653333531577,0.12094186251190416,19.22745198116519,
0_31932,2302.0,1635.0,0.4619426727294922,0.29672172566648464,0.21914561625010467,16.56264295305759,
0_31933,1583.0,1036.0,0.3704753816127777,0.1910689930648663,0.1464448068660226,15.896918361579575,
0_31937,1991.0,1822.0,0.5094099044799805,0.2064084914209145,0.15734550697875882,23.51666359658974,
0_31952,2634.0,1801.0,0.45040449500083923,0.4152186557793168,0.2941835714738091,20.25062942177204,
0_31956,1666.0,1645.0,0.26022428274154663,0.2007867478295422,0.15336113088579273,19.244198830400986,
0_31966,2711.0,1870.0,0.08462854474782944,0.6506369473957332,0.4247964734612907,19.888632471676704,
0_31968,1531.0,1036.0,0.5199376940727234,0.21474579580558478,0.1632250171951213,14.711197346693108,
0_31975,2600.0,1740.0,0.5314823389053345,0.5175114659694278,0.35380454472688666,22.003914879007468,
0_32016,2694.0,1926.0,0.39364057779312134,0.5719352320022559,0.3836917143014101,24.767781527979242,
0_32028,2278.0,1634.0,0.14891445636749268,0.441424905460782,0.3098928026383263,18.416302136555633,
0_32031,3301.0,2111.0,0.2021268755197525,0.6460948075735076,0.4224947046462662,25.752915732854596,
0_32038,2854.0,1929.0,-0.1158357635140419,0.7092203219760723,0.45382223310015346,18.72147149239973,
0_32042,3208.0,2119.0,0.2897387444972992,0.5875807727895179,0.3920754886503901,24.087646654373515,
0_32050,2174.0,1907.0,0.5364735126495361,0.11592807724568585,0.09124626705265226,20.691359267050075,
0_32081,2244.0,1722.0,0.40465301275253296,0.4073522993141448,0.28938783342928415,21.9041768878499,
0_32093,1979.0,1835.0,0.47030729055404663,0.16841243697868502,0.13011528717833673,22.11264741335239,
0_32116,2648.0,2264.0,0.525873601436615,0.3523771033747071,0.2552097402534002,23.381015095043992,
0_32119,2667.0,1999.0,0.5376373529434204,0.37532028353400304,0.26965170799090854,22.433631466481987,
0_32143,815.0,610.0,-0.00806337408721447,0.0801121586265667,0.06383376806330548,10.944025958488234,
0_32146,2002.0,1879.0,0.5422413945198059,0.16394350563034596,0.12686234962437004,22.478565734860485,
0_32152,1986.0,1828.0,0.4068496823310852,0.1747310008328579,0.13469790616538496,21.62542192741655,
0_32158,2065.0,1952.0,0.5331189632415771,0.16648298252165514,0.1287144627477821,22.34739104189105,
0_32166,3006.0,2113.0,0.23603571951389313,0.6901669892719182,0.4445143921347002,26.126043186616954,
0_32172,2060.0,1945.0,0.4664486348628998,0.09716404358332628,0.07698263466430705,21.62976124746963,
0_32173,1864.0,1180.0,0.5468329787254333,0.24389751180298155,0.18350727807446887,12.216319166577636,
0_32177,2220.0,1962.0,0.515332043170929,0.2431679308842205,0.18299323189659555,23.41526767695357,
0_32183,3295.0,2313.0,0.5274807810783386,0.49581692604324157,0.3415504309140536,26.317441206380597,
0_32208,1756.0,1632.0,0.5176478028297424,0.20387857171058513,0.15555189837926137,21.06372365411217,
0_32232,2899.0,1826.0,0.19797293841838837,0.5711784434168716,0.38329938808330005,21.373256833922095,
0_32234,1078.0,1120.0,0.3520644009113312,0.0764719112901873,0.06100241366756111,19.231727488640765,
0_32240,2532.0,2178.0,0.4710988402366638,0.2050958471192695,0.15644273111064638,17.561820226821933,
0_32241,1922.0,1819.0,0.40034589171409607,0.13762896408339512,0.10749581954949498,19.774605559096997,
0_32244,1996.0,1847.0,0.5461405515670776,0.15869849135712386,0.1230364607580113,19.68512815767822,
0_32250,2784.0,2168.0,0.3868585526943207,0.45099892467974073,0.3155675787843436,20.715048068616163,
0_32270,1766.0,1256.0,0.2788222134113312,0.42617092502725484,0.3007340725794862,22.85516366653423,
0_32271,1853.0,1383.0,0.4556506872177124,0.36282537546941135,0.2617952424760152,19.200890032935703,
0_32295,1818.0,1731.0,0.355429470539093,0.18932643997430257,0.14519627777368727,20.55331141297212,
0_32300,2120.0,2002.0,0.4875571131706238,0.16152283554755587,0.12509969352079894,22.44124561647318,
0_32332,3308.0,2145.0,0.4923478364944458,0.5384259321283416,0.3654523815080162,24.14585572388696,
0_32333,2087.0,1918.0,0.48414963483810425,0.20189883539384626,0.1541597036610946,22.29161825691417,
0_32335,2299.0,2069.0,0.483682245016098,0.34858831065498624,0.2527869802360588,24.070484733260308,
0_32342,2404.0,1991.0,0.3931221663951874,0.38207342093166435,0.2738479671630577,21.868940748835595,
0_32347,1808.0,1697.0,0.46468934416770935,0.11788225622411479,0.0927134674303983,19.878531983527814,
0_32361,2478.0,2000.0,0.28073224425315857,0.8206891522787447,0.5055155959748915,25.868395538921025,
0_32376,1524.0,1390.0,0.4235689342021942,0.21497222708816133,0.1633508213049862,22.761176293088617,
0_32382,2123.0,1990.0,0.46434977650642395,0.13193380925179632,0.10325685583069631,21.569582502345167,
0_32385,1960.0,1847.0,0.4760775864124298,0.10576523249273026,0.08354249412826976,20.646725721824154,
0_32394,2034.0,1896.0,0.4697304964065552,0.15022747563585426,0.11681466057557653,21.890335460632812,
0_32409,2103.0,1970.0,0.49984875321388245,0.14579689966090273,0.11354725842310516,22.702025169209655,
0_32412,1517.0,1412.0,0.39290791749954224,0.08621073742922804,0.06855494042290611,21.51429565185739,
0_32414,2415.0,2002.0,0.37008798122406006,0.392226235890833,0.2801291045939607,21.324759378788727,
0_32428,2114.0,1943.0,0.5362106561660767,0.21171195036485774,0.16109444945115015,22.68461373120267,
0_32438,1737.0,1196.0,0.4715813398361206,0.2816032991465174,0.20907004439658514,16.34450043583938,
0_32446,2097.0,1973.0,0.5332318544387817,0.12369389911871503,0.09708828712680845,22.28287521553389,
0_32458,2202.0,1994.0,0.5411145687103271,0.19872029982960374,0.15189954274703105,25.229207725674,
0_32464,1985.0,1871.0,0.48147183656692505,0.12031880721790439,0.09455145902682463,20.800495230149068,
0_32481,1952.0,1843.0,0.33807671070098877,0.24729677851009937,0.18582487161679198,21.31787509488577,
0_32492,2678.0,1847.0,0.2737254202365875,0.6195146070253004,0.4088411149714505,19.669474087682524,
0_32509,1930.0,1859.0,0.412296861410141,0.16746143716321965,0.12942291195945302,21.812136238542944,
0_32535,1834.0,1074.0,0.2858060598373413,0.43212000254322497,0.3043122777273388,21.682813797312775,
0_32562,2339.0,1952.0,0.49723660945892334,0.49748488544839276,0.3424724428821185,24.325467724678195,
0_32566,2116.0,1958.0,0.5416669845581055,0.1623501183415653,0.12570474614494703,21.858280291446505,
0_32568,3226.0,2173.0,0.5080599188804626,0.5230080227919659,0.35689762085422605,20.972922130656286,
0_32593,2490.0,1462.0,-0.31622251868247986,1.0222583209944205,0.588468072205948,17.97176863945306,
0_32615,2231.0,1630.0,0.08012960851192474,0.4702041128871051,0.3267987568220439,17.640731057488416,
0_32631,2073.0,1550.0,0.1461869478225708,0.3567999010133143,0.25800540159091995,18.264203240218283,
0_32634,1929.0,1823.0,0.4083693027496338,0.11205655347468162,0.08831464021493868,20.7633082012968,
0_32635,2933.0,2247.0,0.5089330673217773,0.4939217069759325,0.34046355826316815,24.733562587493473,
0_32638,2632.0,1845.0,-0.1239556223154068,1.0340309317333878,0.5929103002127788,23.749216053543634,
0_32658,3194.0,2239.0,0.4661068618297577,0.3288135494015206,0.24013673202439606,20.06537174772052,
0_32661,2108.0,1986.0,0.5461907982826233,0.16881155480346277,0.13040869929068719,22.46508521122329,
0_32707,2334.0,1993.0,0.48404398560523987,0.36722674198775873,0.26457675225259686,21.888613611545704,
0_32719,1462.0,1044.0,0.3779022693634033,0.047293007420931434,0.038134432397221495,14.063937081810867,
0_32726,2113.0,1922.0,0.5051432847976685,0.15908440616050576,0.12331741207121145,22.207944955554446,
0_32730,2018.0,1921.0,0.4491766393184662,0.17376060950402886,0.13399474255239904,22.510726695406902,
0_32749,1971.0,1265.0,0.4045511782169342,0.6030589685416445,0.40021314033144084,21.015704199689562,
0_32758,1444.0,1010.0,0.38236528635025024,0.175437126155399,0.1352087829004363,12.614621088557415,
0_32774,2457.0,1699.0,0.0425533726811409,0.8697398957143765,0.5269249563393892,19.91977426596826,
0_32802,2133.0,1963.0,0.5183996558189392,0.11565045425006519,0.09103359133365134,22.432309556579998,
0_32810,2074.0,1878.0,0.46435895562171936,0.121850697294717,0.09570290526676703,22.501604038386716,
0_32812,3158.0,2302.0,0.43290531635284424,0.5043906840826935,0.34641988381426875,25.388562537603203,
0_32824,2138.0,1968.0,0.5428192615509033,0.17856418192027868,0.13746981968027303,22.548300168186092,
0_32828,2888.0,1921.0,0.022295327857136726,0.7086897201167885,0.4535598763018519,21.72691721943168,
0_32838,2441.0,1698.0,0.3187463879585266,0.4609792771347159,0.32142086166056993,20.141195562025576,
0_32839,2105.0,1970.0,0.42913904786109924,0.16082508412212784,0.12458884339128683,22.775435113168296,
0_32850,2170.0,2061.0,0.5268553495407104,0.1762422332210173,0.1357912784042349,23.975528004280747,
0_32858,2598.0,1922.0,0.3806459903717041,0.3451342538149781,0.2506063654837671,19.40292363946404,
0_32885,2889.0,1907.0,0.3412497043609619,0.5810215824712927,0.38857073199224906,24.385736113026773,
0_32891,3225.0,2002.0,0.005951326806098223,0.7798074260822058,0.48709286547878966,24.103794130607245,
0_32896,2189.0,1919.0,0.5385909676551819,0.13304546342858778,0.10408610120890856,22.478803454377882,
0_32898,2045.0,1900.0,0.4322177469730377,0.18333312395072454,0.14090002741036542,22.954273507501014,
0_32909,3291.0,2250.0,0.41969621181488037,0.49893486598607356,0.3433320734218576,22.45479944283667,
0_32917,3022.0,2019.0,-0.08726226538419724,0.8017837257372732,0.49708623294078547,22.11401991898246,
0_32932,2203.0,2072.0,0.5294920802116394,0.18750506886903492,0.1438958412600789,24.708414576894924,
0_32940,1864.0,1741.0,0.3896438777446747,0.14016049731562386,0.10937301845490485,20.128534828420072,
0_32941,2113.0,1985.0,0.48436304926872253,0.19489036861518996,0.14917363900487401,23.80738442444938,
0_32946,2853.0,1938.0,0.5331211090087891,0.3275862906277525,0.23933233571542095,23.676155617574114,
0_32964,2159.0,2007.0,0.5493611097335815,0.14477340953461124,0.11279189308268467,22.959865196382697,
0_32966,2750.0,2173.0,0.516379177570343,0.24812375878426646,0.1864207231329829,16.583123951776997,
0_32969,2977.0,2331.0,0.4274265170097351,0.5374191136712374,0.36488698134355985,24.87861245571575,
0_32971,1956.0,1813.0,0.4066067934036255,0.11893289520071872,0.09350683534308322,21.15088785998283,
0_32988,2609.0,1857.0,0.5314361453056335,0.3757202202373925,0.26989787805724924,23.176458871998186,
0_32998,1585.0,1017.0,0.24131028354167938,0.4138402376185252,0.29327436432650644,22.615206803153765,
0_33039,2221.0,1899.0,0.49761536717414856,0.28915585486484685,0.2141180813754186,19.818438678565734,
0_33040,2710.0,1739.0,-0.03556704893708229,0.7714231404572329,0.48322423630215816,22.173464221150137,
0_33041,1873.0,1757.0,0.5075206756591797,0.11248180677002644,0.08863781282771487,19.015501707866967,
0_33062,1966.0,1883.0,0.4008278548717499,0.1458935406008041,0.11361881416452028,20.580571993569823,
0_33086,3074.0,1851.0,0.1481907069683075,0.6899966771564551,0.44443676109265906,24.549298844598116,
0_33092,1214.0,1077.0,0.4258371591567993,0.24929670467169782,0.18717388115478378,14.416164515517936,
0_33110,2631.0,2280.0,0.5240189433097839,0.31025277727261413,0.22804165822053765,26.05847289807964,
0_33111,2458.0,1949.0,0.24531753361225128,0.40993235576424086,0.29097246960940465,19.41915253698502,
0_33139,1910.0,1802.0,0.4971652925014496,0.09533648175809091,0.07558067867645764,21.415158579829868,
0_33140,2062.0,1920.0,0.505730926990509,0.14469574237841318,0.11273317538781578,22.25870270126204,
0_33144,1930.0,1794.0,0.39577969908714294,0.2379925371030664,0.1794219241849961,20.370226803742433,
0_33153,2169.0,2124.0,0.4806486666202545,0.2544669310156472,0.1907256893253901,25.988797681174077,
0_33155,2169.0,1972.0,0.4760351777076721,0.2490096223903102,0.18699623858140785,25.39615776488252,
0_33156,3256.0,2078.0,0.418218195438385,0.6065403172605964,0.40208058727779794,25.13698178785873,
0_33158,2271.0,2075.0,0.5089865922927856,0.22029824712719825,0.16712166867714068,24.867139813751855,
0_33163,2286.0,1718.0,0.5035242438316345,0.2755593250797888,0.20502705357729897,21.112944321208442,
0_33187,1396.0,1086.0,0.19716407358646393,0.2611747513213298,0.1952434838010289,22.39945102982513,
0_33199,2932.0,2042.0,0.41652023792266846,0.6347696061180835,0.4167030466919954,25.380893469708337,
0_33214,1850.0,1303.0,0.5116697549819946,0.25799052804781086,0.19314826836254542,13.066320602695747,
0_33224,3048.0,2042.0,0.2629358768463135,0.46838950765748333,0.3257602781038609,20.178701748263766,
0_33233,2648.0,1941.0,0.036342985928058624,0.6662144337146809,0.432632959795269,22.127719986931346,
0_33267,1966.0,1897.0,0.5235154032707214,0.05670592324304024,0.045574344786943215,20.356934411563127,
0_33273,2138.0,1941.0,0.5104230046272278,0.16488897711648726,0.12755509361772638,22.767399881288537,
0_33279,2471.0,1743.0,0.3377036154270172,0.4184707304770192,0.2961451898088627,20.610624250088105,
0_33285,3172.0,2138.0,0.16862758994102478,0.6849001970004536,0.4419291810635143,24.738078110295177,
0_33304,2122.0,1989.0,0.44588422775268555,0.1648562636867337,0.1275305403429109,22.888826875179188,
0_33305,2021.0,1859.0,0.4665788412094116,0.14494556528376903,0.11291636817035891,22.418870677927718,
0_33320,3122.0,2337.0,0.38978731632232666,0.4560010528137352,0.31851612070780355,22.11508655521437,
0_33338,2447.0,1433.0,-0.18802675604820251,0.9896808136894663,0.5759264552690495,18.512270974754127,
0_33346,2519.0,1511.0,-0.21434660255908966,0.9178932149613266,0.5471570490220881,16.573178876747864,
0_33358,3241.0,1999.0,0.25639939308166504,0.5693620151722879,0.3823290159456878,21.088659760943095,
0_33371,2076.0,1911.0,0.5077956914901733,0.1884833598437872,0.14459920871497478,21.821135243608158,
0_33372,3345.0,2247.0,0.3087303042411804,0.6417227877697724,0.42027270908246733,24.132007596006563,
0_33382,2711.0,2068.0,0.5148152112960815,0.45004057579173035,0.3150031984189605,19.316941428755097,
0_33400,1925.0,1859.0,0.5076828002929688,0.12281357812328396,0.09642612314518435,20.429561402329824,
0_33411,2217.0,1496.0,0.3525136709213257,0.31941707320039564,0.23403173669351354,16.461604283435307,
0_33417,2753.0,1846.0,-0.2406945377588272,0.7734267581271058,0.484160528996958,17.510052272642387,
0_33429,2875.0,1939.0,0.33948612213134766,0.5144524920241736,0.35209499927261245,22.344342738993287,
0_33440,2769.0,1907.0,0.20525017380714417,0.6371225419610971,0.4179208553663781,17.754395419192143,
0_33444,1944.0,1833.0,0.43153640627861023,0.1613140504242482,0.12494105181036441,22.628754199141543,
0_33445,3290.0,2170.0,0.14469675719738007,0.6836911507499113,0.44133717038452513,23.76607268410603,
0_33447,3246.0,2333.0,0.37982797622680664,0.5544466270665603,0.37423547138405117,25.67153919592596,
0_33461,1954.0,1772.0,0.44070854783058167,0.1271310290939216,0.09966592709023,19.640755388180327,
0_33469,1910.0,1869.0,0.46168169379234314,0.118576812089537,0.09323592976941075,21.974189998721805,
0_33479,1634.0,1511.0,0.4812646210193634,0.16839539436936427,0.13008182933667042,23.302399766169692,
0_33487,3032.0,2167.0,0.36505088210105896,0.5046150712485051,0.3465493970417762,22.600817706928247,
0_33489,1951.0,1910.0,0.3738793730735779,0.13408265195451974,0.1048560929819588,20.80322970833497,
0_33509,2006.0,1925.0,0.43240416049957275,0.11705617479880963,0.09209282732324842,21.58612544567628,
0_33511,2149.0,1984.0,0.48293039202690125,0.1564644443142127,0.1213987770418766,22.663192234211643,
0_33519,2215.0,2102.0,0.5465525388717651,0.29226873964981653,0.216177081797096,23.344549685097803,
0_33526,1963.0,1796.0,0.4754194915294647,0.20398578527143593,0.15563936553783403,20.155326665238057,
0_33527,1929.0,1722.0,0.4375430941581726,0.2097588881175816,0.1597256124275539,16.463246566471643,
0_33543,2239.0,2066.0,0.481645792722702,0.3180317913829792,0.23311562477571232,22.910987403406647,
0_33580,2923.0,1852.0,0.14202354848384857,0.7020811546279536,0.45034646661959504,23.648280160772444,
0_33600,1919.0,1832.0,0.5377761721611023,0.171658359530092,0.1324700018564252,21.761184481478825,
0_33639,2027.0,1892.0,0.5108887553215027,0.16550595407671534,0.12800104883071764,22.757533149045813,
0_33666,1948.0,1878.0,0.4341253340244293,0.10222552444937726,0.0808484299988037,19.770997176306796,
0_33667,2556.0,1857.0,0.17910026013851166,0.5954720961600316,0.3962422533182255,22.357239405752978,
0_33668,2751.0,1499.0,0.3060360252857208,0.44194467061734155,0.31021226809292995,19.75249195952362,
0_33685,3004.0,2069.0,-0.09594567120075226,0.8563396447732243,0.5211696793394436,24.277181406874664,
0_33696,1980.0,1882.0,0.5357761979103088,0.2045257541534501,0.15601583214848402,22.656520453837224,
0_33700,2959.0,1942.0,0.4772343933582306,0.4936847111732876,0.34033141359538044,23.630939341711287,
0_33710,3271.0,1913.0,-0.05535069480538368,0.8161316890170405,0.5035219938133694,24.380070190576156,
0_33718,1939.0,1817.0,0.46948736906051636,0.16152907015233864,0.12509988209721673,21.80962738212908,
0_33722,2078.0,1974.0,0.49526041746139526,0.18405254345807753,0.1414176750891811,23.187942140302056,
0_33737,1924.0,1763.0,0.4072762429714203,0.1537894675302539,0.1194353852942519,19.626135258506327,
0_33738,2594.0,1731.0,-0.15061478316783905,0.7939549122568976,0.4935399508177524,18.92935924120426,
0_33743,1888.0,1833.0,0.32048648595809937,0.14542454929460946,0.11327086064490373,20.156363795794835,
0_33749,1740.0,1240.0,0.25382208824157715,0.3471582772578321,0.2518698518439811,17.55711866810106,
0_33753,2888.0,2128.0,0.33771416544914246,0.6495188782882613,0.4242198818605788,26.043178358850955,
0_33761,2317.0,1550.0,0.15907076001167297,0.4444333906931766,0.3116813549083801,17.233333333333334,
0_33767,2080.0,1943.0,0.46530449390411377,0.18613655514417843,0.1429109872244193,24.33157482374061,
0_33770,3174.0,1973.0,0.22540771961212158,0.648139993085857,0.42353608529523973,22.966191182570743,
0_33805,3020.0,2176.0,0.46966835856437683,0.45393420349796076,0.3172976851364356,22.904609611631628,
0_33807,1974.0,1851.0,0.4304209351539612,0.2269420281708798,0.17175954824567768,20.47813197726311,
0_33815,1890.0,1432.0,0.4057687819004059,0.23794640548337762,0.17938677192927277,20.87705994740346,
0_33816,2170.0,1995.0,0.5150191783905029,0.17187939729685486,0.1326333125285192,24.153045532472632,
0_33819,3264.0,1914.0,0.2953093945980072,0.508967805351599,0.34901939596952836,19.36011383701297,
0_33827,2973.0,2230.0,0.28593626618385315,0.5803903431684121,0.3882382362496231,23.377757874512014,
0_33832,3135.0,2071.0,0.49965640902519226,0.4907353803534062,0.3386493924223166,23.998292288971005,
0_33838,3203.0,2009.0,0.38069868087768555,0.6537211914940009,0.42636100324589227,24.18127857008635,
0_33854,1791.0,1679.0,0.3057069480419159,0.2098774026315253,0.15979759971269453,19.375301601232646,
0_33857,2354.0,2076.0,0.5291754603385925,0.16024724160807735,0.12417636351691329,20.240791861298653,
0_33861,1797.0,1619.0,0.4156724810600281,0.17594616523665693,0.13557109889001606,20.88940349259091,
0_33867,2146.0,1207.0,-0.34044918417930603,1.0816275170942162,0.6105142318370667,14.106346929156775,
0_33886,3192.0,2147.0,0.2868461608886719,0.6641139075978623,0.4315869597921686,26.479885077648852,
0_33889,2063.0,1957.0,0.4042213261127472,0.3309516471493785,0.24149019006620642,19.61123467872889,
0_33901,2050.0,1885.0,0.5196829438209534,0.15515968769428243,0.12043857121889966,22.86899546055941,
0_33928,2586.0,1920.0,0.0980507880449295,0.7899753640477454,0.4917254029334418,21.249332442454165,
0_33929,1963.0,1807.0,0.547469973564148,0.10538243418529329,0.08324998163437142,21.643699144177692,
0_33934,2187.0,1913.0,0.5167338848114014,0.14300763610542802,0.11149218971416366,18.95962276539661,
0_33940,2181.0,2009.0,0.523719072341919,0.18347495522699808,0.14100313840962797,24.44243428085736,
0_33942,2614.0,1773.0,0.2927388548851013,0.655731535275843,0.42736428408300936,21.79174534747633,
0_33951,2463.0,1508.0,-0.20758023858070374,0.9902514020280551,0.5761507079344194,18.024439218091416,
0_33955,2643.0,1936.0,0.5048750638961792,0.41562334010596996,0.2944226072296448,23.124116130546657,
0_33962,1988.0,1817.0,0.5054523944854736,0.13208650871160646,0.10336933642662896,20.489330200573335,
0_33999,1235.0,1170.0,0.1655699461698532,0.07392713520000532,0.05903239610922844,20.34093899976344,
0_34019,2935.0,2029.0,0.35195741057395935,0.3883465780016892,0.27775260430443394,18.926761981207637,
0_34032,2240.0,1459.0,0.3380199670791626,0.7010262592447674,0.4498127550824674,21.01490381809965,
0_34033,2017.0,1885.0,0.4576636254787445,0.20027180724692825,0.15300390607096115,21.75006961043015,
0_34036,2168.0,2025.0,0.5135103464126587,0.20271139778514885,0.1547354379724322,23.615543704266166,
0_34041,1586.0,1089.0,-0.19384704530239105,0.6371596280184121,0.41790832013114704,11.808831597249073,
