system:index,B8A,B9,LAI,MSR2,OSAVI,RDVI,.geo
5_4151,2605.0,2373.0,1.0709929466247559,0.18120925219619924,0.1393779246319129,28.026687290004897,
5_4156,2533.0,2277.0,1.0072413682937622,0.196732379902911,0.15049541891198628,25.260925516807983,
5_4160,2318.0,2041.0,1.0240529775619507,0.14707035262828122,0.11449326858541592,22.321746988973796,
5_4165,2610.0,2338.0,1.0073240995407104,0.14986214340256127,0.11655314178538981,25.306460402647172,
5_4193,2840.0,2641.0,1.0854312181472778,0.1209451236971201,0.09503111950572893,25.612978962979387,
5_4202,2594.0,2208.0,1.0531357526779175,0.16895943385690096,0.13052194118838942,26.00040871034841,
5_4204,2532.0,2401.0,1.1270201206207275,0.13137155955394286,0.10283833425288005,26.477797424110772,
5_4206,2436.0,2294.0,1.0588241815567017,0.15037224916975037,0.11692920379573742,22.707636961834346,
5_4207,2336.0,2173.0,1.097463846206665,0.18306461133352273,0.14070824684593305,26.545526692939085,
5_4214,2386.0,2251.0,1.0619386434555054,0.14843813274618045,0.11549775974172914,26.030021586107836,
5_4231,2604.0,2301.0,1.0637003183364868,0.1467420106434961,0.11425566816385928,22.438196254120907,
5_4236,2736.0,2428.0,1.0979913473129272,0.1528396394703457,0.1187472212985829,24.463898850442746,
5_4241,2629.0,1914.0,1.0647684335708618,0.3350831266333565,0.24414731330173425,28.479304879267925,
5_4252,2565.0,2198.0,1.1257003545761108,0.1731076338035182,0.13353752341616054,20.949350670218468,
5_4255,2534.0,2160.0,1.0185279846191406,0.14285473132172563,0.11137828948753688,24.32636085705841,
5_4275,2422.0,2088.0,1.0082590579986572,0.18057848344516308,0.13892746569495584,23.56951987645225,
5_4290,2634.0,2445.0,1.0603837966918945,0.18505230248277912,0.14214727892100681,24.985471714407232,
5_4318,2644.0,2478.0,1.0305252075195312,0.13051666359827643,0.10220428788104327,24.58617519238028,
5_4340,2506.0,2196.0,1.0367664098739624,0.12451890636845865,0.09771633149955108,20.703830518308468,
5_4342,2398.0,2239.0,1.088194727897644,0.15299614307828419,0.11885973685607094,21.96652378052308,
5_4367,2628.0,2382.0,1.0428352355957031,0.1369539216620339,0.10700224916686618,23.92942406645467,
5_4375,3419.0,2229.0,1.0759090185165405,0.3009759426990031,0.2219675758422209,21.805340934852257,
5_4400,2656.0,2314.0,1.1057111024856567,0.15960903616056693,0.12371192854926326,22.458969754099535,
5_4463,3069.0,2612.0,1.0839167833328247,0.15909390736808415,0.12334041233518453,22.127925291816386,
5_4474,2690.0,2549.0,1.0840444564819336,0.2194245594147625,0.16652274822288046,24.369009862033504,
5_4482,2578.0,2274.0,1.0974892377853394,0.13227374131340972,0.10351845201171002,21.369306813183524,
5_4485,2969.0,2378.0,1.0189000368118286,0.32407846121882117,0.2370629390871907,24.20280895509986,
5_4514,2380.0,2218.0,1.017249345779419,0.12353994877706632,0.096977719334149,22.668586234364106,
5_4516,2608.0,2421.0,1.0585864782333374,0.16021889466493835,0.12415420354251379,24.74485057722056,
5_4529,2661.0,2310.0,1.0807291269302368,0.1706563223693665,0.13175839046937143,23.857942181844287,
5_4536,2460.0,2256.0,1.0741958618164062,0.17877138756391406,0.1376248612652608,24.083759257105886,
5_4560,2491.0,2210.0,1.0820190906524658,0.1636936892795239,0.12669021805335606,24.01398846070858,
5_4566,2493.0,2216.0,1.014344334602356,0.14016785825577233,0.10938680070489541,24.020625164940547,
5_4574,2446.0,2166.0,1.1319961547851562,0.1249245403378764,0.09801610772877464,24.037674267130374,
5_4578,2274.0,2170.0,1.0915025472640991,0.12830073168692502,0.10054657684685328,20.51525184349063,
5_4606,2670.0,2376.0,1.0605875253677368,0.13248973838286454,0.10367751452378973,24.573626611398453,
5_4636,2405.0,2090.0,1.040790319442749,0.14255497248933294,0.11115931804377105,20.108289957302155,
5_4642,2640.0,2385.0,1.0561683177947998,0.15324579791252063,0.11904279134821091,25.49792013589958,
5_4643,2535.0,2336.0,1.0105340480804443,0.1272208180930147,0.09973826292563884,24.119767707267748,
5_4644,2674.0,2510.0,1.0605804920196533,0.14349791491401806,0.11185460070712677,25.976478259960533,
5_4655,2457.0,2234.0,1.1031138896942139,0.13266600819714924,0.10380971036368733,21.077405002690593,
5_4672,2328.0,2149.0,1.0066529512405396,0.12198120118085061,0.09580828481145294,20.65242475070721,
5_4675,1977.0,1806.0,1.070121169090271,0.10629854190456448,0.08394404547991242,23.355859180686483,
5_4699,2663.0,2415.0,1.0527154207229614,0.14896350049095952,0.11589640766301353,21.372607137341934,
5_4703,2603.0,2250.0,1.021772027015686,0.15561834261155744,0.12078729047275909,23.000837428829428,
5_4708,2637.0,1981.0,1.0128090381622314,0.30799810466070365,0.22656504316005702,25.637581015860828,
5_4718,2421.0,2207.0,1.0827864408493042,0.1347300529706056,0.10534772433546404,20.856520133312497,
5_4720,2484.0,2177.0,1.1028196811676025,0.24295413799478163,0.18285811667216972,21.426027615975503,
5_4730,3090.0,2144.0,1.0613526105880737,0.292912360411379,0.21662850383333201,22.607978451316082,
5_4731,2955.0,2570.0,1.1055777072906494,0.1977721252351939,0.15124710707311362,22.376572358206143,
5_4733,2302.0,1994.0,1.0258625745773315,0.18814923447612236,0.14435799466216875,25.840768601487767,
5_4749,2997.0,2454.0,1.095162272453308,0.18210114924646242,0.14003667964715596,20.38382243152004,
5_4766,2516.0,2386.0,1.0245417356491089,0.16180460207396144,0.1253062687505217,27.480154266391462,
5_4770,2482.0,2197.0,1.0136613845825195,0.15474803126541092,0.1201494154506154,20.741547131726026,
5_4796,3144.0,2641.0,1.1063694953918457,0.13771211265025374,0.10757453352417516,19.991838825678386,
5_4873,2688.0,2388.0,1.0677275657653809,0.16373794152146046,0.12672936923336675,21.147639656235928,
5_4889,2517.0,2339.0,1.03322434425354,0.15917925074849165,0.12339369337425263,23.64068722444321,
5_4933,2990.0,2418.0,1.1009091138839722,0.18543452998910614,0.14242682848671492,25.8022784993414,
5_4940,3171.0,2588.0,1.0493282079696655,0.1814414650663944,0.13956151244188392,22.91304347826087,
5_4945,3247.0,2303.0,1.1037298440933228,0.37293942973269806,0.2681747349784544,24.06122969024911,
5_4952,2770.0,2482.0,1.0919209718704224,0.17978391806831073,0.1383573531567873,26.630208372047626,
5_4969,2792.0,2201.0,1.0980792045593262,0.19358881894636895,0.14826397111538597,22.51532897127465,
5_4992,2622.0,2235.0,1.0412837266921997,0.17442082266017261,0.13448745978866458,22.333235301110726,
5_5007,2253.0,2105.0,1.1321436166763306,0.12999490524282492,0.10181350073768812,20.09430517530947,
5_5040,2722.0,2505.0,1.0118049383163452,0.1854117813875693,0.14240494902933068,26.373867084797276,
5_5049,2739.0,2469.0,1.1243233680725098,0.18996956312725702,0.1456734680106912,25.172027846708993,
5_5052,2725.0,2392.0,1.0976759195327759,0.17223034603978962,0.13289993693112054,24.609042248088247,
