B9,MSR2,B8A,OSAVI,LAI
-0.8481731531795081,-0.6071134628824166,-1.1262481315240285,-0.6858433463825847,-0.6329458450025855
-2.2804018077365766,5.123024605738233,-1.1180799642347832,4.770501021635941,-1.1176116951799928
-2.0554156972506004,4.90231022196472,-0.7505124362187455,4.614670984799609,-1.3614095692581474
-1.0256012240505628,2.941554318256241,0.23130127194853728,3.059458064727969,-1.0020476971811592
-0.7292780541422037,-0.1818068999176771,-1.0216955902216889,-0.1639205993468778,-0.6397983525938331
-1.0256012240505628,-0.5809940240448671,-1.374560417117085,-0.6531866200653447,-0.6701406036562263
-0.9140227464924768,-0.826501448303899,-1.3320859472130095,-0.9636905314196066,-0.6248575543112098
-0.8719521729869691,-0.4641050893402265,-1.2242661389949718,-0.5079773323914583,-0.6560486351198493
-0.6817200145272818,2.72162828624896,0.48941535828868815,2.864513419768953,-0.6105591748899757
-2.567579200795912,-0.6442633780047781,-2.848097796096934,-0.7329438423013348,-1.0861231965071498
-0.6890366360065006,2.8430802589924236,0.47471265716804667,2.9726959792698513,-0.8495774363226234
-0.9268268340811097,-0.4677408872380537,-1.2651069754411983,-0.5124741414165052,-0.6765538548178016
-0.8847562605756019,3.02209394409945,0.10387786223631089,3.1296905815005536,-0.8851942216104804
-0.4110050197961885,3.1347236007143056,0.8520819859311787,3.2271856176575953,-0.8591939603037178
-0.5244126527240789,2.2788471815022735,0.4616435895052542,2.458240705004461,-0.7028194163984596
-0.6213578873237272,3.2898560789525817,0.4828808244572919,3.35931622938752,-0.8922558669990837
-0.7530570739496646,-0.3146927680875938,-1.0363982913423304,-0.3246716230677756,-0.6375171636289894
-0.8115900457834145,-0.3071906956248662,-1.0592691597522172,-0.3155372459335587,-0.6147253011411964
-0.9012186589038441,-0.8905895070827011,-1.1932271032958397,-1.045956522392851,-0.6298538540548622
-1.2469290237969295,0.25675247925626893,-1.3957976520691227,0.3518314696255093,-0.7069060896581947
-1.0274303794203674,-0.9708579432586709,-1.203028904042934,-1.1497212140416224,-0.6370087360090553
-0.8371982209606801,-0.44890258623035983,-1.049467359005123,-0.4891396041067639,-0.6376789902395545
-0.9506058538885706,-0.6506590477622818,-1.142584466102519,-0.7405083674944012,-0.6129606460279762
-1.0274303794203674,-0.08943713047720352,-1.345155014875802,-0.05353112601702055,-0.6630984042829811
-0.5372167403127117,1.1799485486908907,0.7279258431346504,1.367209396037565,-0.6313027237600624
-0.7841527152363442,3.0323617672075307,0.38159555007065044,3.1387249678660045,-0.9521012102312385
-0.9195102126018909,-0.3039839264383875,-1.1572871672231606,-0.3116075031003961,-0.6383460258192359
-0.8371982209606801,-0.571497125609205,-1.1033772631141416,-0.6412985542715008,-0.6856703256315528
-0.9067061250132581,2.219898932893332,-0.8403622764004436,2.4025055787370273,-0.968821266765052
-0.9560933199979846,-0.46097400153017115,-1.1572871672231606,-0.5040781000442853,-0.7147201095766365
-2.3352764688307173,0.40208790003323247,-1.9218276254965188,0.5180323599867229,-0.8276284729189216
-1.0658426421862657,2.4181802608651557,-0.4074494100704437,2.5879999987873608,-1.0834043306357204
-0.9469475431489612,-0.43976115709659913,-1.2651069754411983,-0.47782456515917554,-0.6243196819967567
-1.96944539486978,-0.18396514262755576,-1.9022240240023303,-0.16652700859100825,-0.8941799347347557
-0.2701600563212277,0.4718127890927938,-0.23428426353844375,0.5970758771884122,-0.6283917521185218
-0.8243941333720473,-0.41143276827765113,-1.1981280036693869,-0.44303680981522403,-0.6957966481394111
-0.19882299689884497,3.026459456694661,0.8243102171477447,3.133552676981669,-0.726002434367591
-1.2487581791667342,-0.5123262602988943,-1.459509356925236,-0.5677057781456885,-0.6202897523588478
-0.4713671469997431,3.3870925578259103,0.29828024372034856,3.44117341284688,-1.0940480028337776
-0.7823235598665396,-0.25870257772999733,-1.05436825937867,-0.25671103568511383,-0.6394896005338966
-0.7548862293194692,-0.48654220494762757,-1.0609027932100663,-0.5356644941353809,-0.656631359929496
-0.7878110259759535,-0.4431638549280852,-1.0298637575109342,-0.482105358119319,-0.5976027344412147
-0.6067246443652897,-0.37010477228187216,-0.8959058139673115,-0.3923163407660667,-0.6048664544767677
-0.43112572886404,1.323205697651688,0.03363162354880147,1.5163686506250635,-0.6434346829599678
-0.89573119279443,3.385812768522942,0.775301213412273,3.440205796246032,-1.0379000474757492
-1.9566413072811475,5.103419642107376,-1.024962857137387,4.7568011554822585,-1.362970540399009
-0.5170960312448601,2.55844069594501,0.25907304073197124,2.7168337661987643,-0.6874244605249702
-0.9871889612846643,-0.6123497825825107,-1.3810949509484813,-0.692458014304047,-0.6861514841265022
-1.0329178455297814,-0.2344646790073617,-1.2716415092725946,-0.22741635745025526,-0.6457961295790016
-0.8353690655908754,-0.4449939457471061,-1.0151610563902926,-0.48434100627527266,-0.6520629917330085
-1.9456663750623193,-0.5960056832681465,-2.10969547314916,-0.6721798886218393,-0.7699425314611732
-0.7274488987723989,3.5571349188112045,0.43713908763751835,3.582236833055497,-0.9642191325372993
-0.8134192011532192,-0.30620344843068537,-1.0805063947042548,-0.31432542554645676,-0.6964682732767402
-2.7578113592555993,0.47511636521208606,-2.5279056383585186,0.6004607872701304,-0.9664390181249916
